FID	PC0	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
HGDP01084	-0.0814456997863	0.0376981960668	-0.0057602770175	-0.0022356330602	-0.0807596362428	0.0111026635150	0.0036351548025	-0.0007168256851	-0.1338632243775	0.1164720770209
HGDP00450	-0.0796689400512	0.0375747016519	-0.0049187917918	-0.0011580889169	-0.1381332133022	0.0262197342752	0.0098160555891	0.0016428198679	0.1291761411533	-0.1023032223344
HGDP00984	-0.0798848285385	0.0380009161575	-0.0055150504051	-0.0014689991526	-0.1439813150737	0.0271030945536	0.0102675284886	0.0007413145056	0.1437786402287	-0.1123749092238
HGDP00913	-0.0746198693602	0.0314417371684	-0.0040086997866	-0.0072696145657	0.0933362101724	-0.0181754228703	-0.0081207412564	-0.0049148987763	0.0003420108074	-0.0285508601706
HGDP01284	-0.0748955214070	0.0320445126914	-0.0046271019800	-0.0043770026735	0.0825326653329	-0.0167612251357	-0.0079700663859	-0.0028301822647	0.0014905949667	-0.0247278165576
HGDP00929	-0.0756728163947	0.0328952977940	-0.0047528131282	-0.0042176403938	0.0747098797500	-0.0176807827177	-0.0064469768847	-0.0012193858149	0.0003825481666	-0.0240355364137
HGDP00939	-0.0760722255999	0.0324253014699	-0.0042799439793	-0.0042794152806	0.0798163891933	-0.0174511522964	-0.0049242235349	-0.0012038546922	-0.0030436483139	-0.0226765394602
HGDP01412	-0.0719045181168	0.0306873858978	-0.0044917232286	-0.0042062561880	0.0518291028017	-0.0094134494349	-0.0061124318493	0.0005377620892	0.0126904582846	-0.0179911928393
HGDP01029	-0.0751448816552	0.0343264289628	-0.0046974122761	0.0005342820860	-0.1021918936979	0.0190370041071	0.0081673826297	0.0010636868055	0.0392755821109	-0.0169789354801
HGDP01253	-0.0176215634897	-0.0251132439349	-0.0028914864607	-0.0059225030593	0.0292048503698	0.0403727808323	0.0295204372448	0.0019178036560	0.0213142558836	0.0167990300367
HGDP01265	-0.0180005764520	-0.0247381251842	-0.0031267116094	-0.0052518897775	0.0322900850759	0.0415131841269	0.0314985631401	-0.0021715601453	0.0228188755170	0.0176083530270
HGDP01277	-0.0178508889161	-0.0242700360962	-0.0016825360711	-0.0066017019463	0.0325368915306	0.0383798898833	0.0275984448147	-0.0013338521605	0.0226914612283	0.0182853721240
HGDP00613	-0.0068838806453	-0.0306775937039	-0.0021048921875	-0.0026693969577	0.0069845458209	0.0099730461168	0.0040528729552	0.0013335002639	0.0235370003448	0.0251007397695
HGDP00636	-0.0067309674669	-0.0340811129200	-0.0011780891144	-0.0020581152281	0.0121970518311	0.0282873461044	0.0154623830075	0.0054803501706	0.0595150478338	0.0677615552850
HGDP00647	-0.0067876530416	-0.0314869317826	-0.0020571036187	-0.0044100776936	0.0082558076308	0.0151974420660	0.0098486028152	0.0034840216992	0.0282780930177	0.0325380423907
HGDP00559	-0.0018155247606	-0.0371992579337	-0.0025305871114	-0.0043725179707	0.0003722605698	0.0147596963691	0.0063289709347	0.0006022457227	0.0234215292468	0.0298804371579
HGDP00571	-0.0015059462221	-0.0379972608954	-0.0037515192500	-0.0027567948955	0.0016054835882	0.0132331456490	0.0062836480209	-0.0001277778745	0.0255591885616	0.0375063617060
HGDP00583	-0.0019153143618	-0.0376291374816	-0.0026606681920	-0.0034972556765	0.0015924060245	0.0143561266785	0.0047287896654	0.0026067077708	0.0275445822849	0.0371707095331
HGDP00597	-0.0017505691261	-0.0366589261989	-0.0029534915103	-0.0023567816227	0.0028055616935	0.0155573275027	0.0051118391049	-0.0016336186485	0.0196347819592	0.0251229867794
HGDP00677	-0.0058239735544	-0.0336171174866	-0.0032268811111	-0.0012466302862	0.0073543473505	0.0150232913004	0.0075567140430	0.0000119535674	0.0276062358462	0.0303594072331
HGDP00689	-0.0060830378702	-0.0343911901177	-0.0020705368770	-0.0033688178315	0.0068364863815	0.0166361126393	0.0087113547066	0.0035789561618	0.0248799606131	0.0280563976550
HGDP00465	-0.0811642524908	0.0377625431947	-0.0055648737213	-0.0021600720294	-0.0807546829159	0.0120418111716	0.0052217543648	0.0037478629634	-0.1075007125459	0.0975740752648
HGDP01085	-0.0814478428514	0.0379977934696	-0.0061227785692	-0.0030541808606	-0.0800417710267	0.0123589796352	0.0049042333041	0.0048548166473	-0.1140403089366	0.1035336644966
HGDP00456	-0.0798733163905	0.0379195644132	-0.0054282850180	-0.0012788185595	-0.1402092570068	0.0246189914844	0.0092409904241	-0.0011103633856	0.1273377343301	-0.1003155016125
HGDP01081	-0.0797740300468	0.0373149458608	-0.0056149360139	-0.0017699606140	-0.1327894185611	0.0225193190779	0.0086814515811	0.0013209918909	0.1238317712189	-0.0968353514401
HGDP00914	-0.0742311412144	0.0312383435238	-0.0045991079531	-0.0025952527057	0.0873643160111	-0.0158573145253	-0.0060433108851	-0.0029507838424	-0.0009164597999	-0.0267958570917
HGDP01285	-0.0745126759672	0.0307777999996	-0.0045602267669	-0.0061080782921	0.0909533812756	-0.0169649139159	-0.0076684703066	-0.0006859635938	0.0027470587683	-0.0277720809002
HGDP00930	-0.0754112007243	0.0327349052972	-0.0047525775975	-0.0050406868041	0.0781571403601	-0.0172463489363	-0.0058963542548	-0.0010751356361	-0.0037584963324	-0.0219344691775
HGDP00940	-0.0770603321926	0.0331603058260	-0.0042515028450	-0.0060357320070	0.0773145806172	-0.0181435587097	-0.0073428018617	0.0002496489216	-0.0027393076123	-0.0231655909218
HGDP01413	-0.0690909936914	0.0274040498853	-0.0038328811497	-0.0039398373074	0.0544698540331	-0.0110614111858	-0.0020640776775	-0.0007221213869	0.0059332926673	-0.0139551287790
HGDP01032	-0.0750459653400	0.0337076649609	-0.0046322750488	-0.0002898758079	-0.1062062110615	0.0186956417515	0.0083672469883	0.0014160140284	0.0372589594994	-0.0152063713947
HGDP01254	-0.0171843891084	-0.0250422662095	-0.0013447159478	-0.0060299443175	0.0310289808846	0.0403170430638	0.0290884235299	0.0008889847178	0.0189272219128	0.0166801352950
HGDP01266	-0.0176197603639	-0.0246841033144	-0.0025426841134	-0.0057590286103	0.0331830674582	0.0359114545048	0.0267041661248	0.0012582277879	0.0196275382135	0.0145022779883
HGDP01278	-0.0173347672534	-0.0249065247719	-0.0032454628170	-0.0064194071353	0.0307863448923	0.0394863660004	0.0293667938454	-0.0007322910133	0.0192759328139	0.0157198928629
HGDP00614	-0.0076470978878	-0.0318336883739	-0.0017808207278	-0.0039409196435	0.0095172514341	0.0170452653068	0.0063137224438	0.0006910731673	0.0287004392750	0.0335267382053
HGDP00626	-0.0065136629572	-0.0323182591435	-0.0023936566725	-0.0033638894836	0.0077403390135	0.0119830678773	0.0094593597255	0.0022681708175	0.0299687473399	0.0351186258086
HGDP00637	-0.0081981622780	-0.0307443611714	-0.0008728013650	-0.0035819735427	0.0090563147866	0.0174516398047	0.0089337829758	0.0010140891487	0.0258813015825	0.0295275109741
HGDP00648	-0.0063132213208	-0.0345359368276	-0.0016152900334	-0.0050317957458	0.0113645101184	0.0295639337205	0.0167914688105	0.0044578312997	0.0634182952124	0.0768404095140
HGDP00572	-0.0028524025878	-0.0368691445394	-0.0015746256351	-0.0025515363253	0.0016059002329	0.0121342628690	0.0049328259635	0.0013858325382	0.0247363779904	0.0325275240895
HGDP00584	-0.0024995915174	-0.0361389238223	-0.0030514831059	-0.0037246066312	0.0017879352457	0.0120030539506	0.0064692191582	0.0010246926228	0.0188591593627	0.0235335180101
HGDP00598	-0.0033207780575	-0.0360139670839	-0.0023637502759	-0.0029475876497	0.0010973643621	0.0155401130870	0.0079438034272	0.0012252713953	0.0239602780575	0.0293296802216
HGDP00678	-0.0056578720492	-0.0340863888629	-0.0016045701002	-0.0033584274495	0.0067761007476	0.0132148673972	0.0062495813709	-0.0021124348061	0.0295504773334	0.0356972638685
HGDP00690	-0.0052269292073	-0.0339640145232	-0.0018426837665	-0.0016486708503	0.0078350709106	0.0154384895707	0.0090391774208	0.0002688220491	0.0267048495236	0.0316414656379
HGDP00466	-0.0808214158612	0.0383080366724	-0.0059751281649	-0.0034141038703	-0.0852632245162	0.0127838199755	0.0049779569645	0.0032193119586	-0.1151789756759	0.1083416450689
HGDP00454	-0.0803383607572	0.0369959895657	-0.0067895134371	-0.0014279891061	-0.0704799978416	0.0093925124193	0.0053909999395	0.0019843089020	-0.0877727657567	0.0766987265655
HGDP01086	-0.0794018510627	0.0365134479505	-0.0050560783446	-0.0026959307612	-0.0680568085846	0.0076683952233	0.0046956369154	0.0010698182000	-0.0735647786072	0.0645619150741
HGDP00462	-0.0791404313236	0.0369280812471	-0.0053988502082	-0.0010573714657	-0.1324641428918	0.0233778442538	0.0098120203562	0.0014462762018	0.1266795475322	-0.0978834815685
HGDP00915	-0.0736986334715	0.0308384007105	-0.0050535378898	-0.0046266497060	0.0934227532866	-0.0154309328757	-0.0068322654740	-0.0047422131593	0.0021949631306	-0.0312526211623
HGDP01286	-0.0748991034971	0.0310126795993	-0.0046198865933	-0.0043826106252	0.0863485399117	-0.0165502143672	-0.0060771189676	-0.0024916840277	0.0026791284142	-0.0264962187718
HGDP00931	-0.0759800866901	0.0328740079825	-0.0043304937966	-0.0048970729556	0.0788967849907	-0.0181311857181	-0.0076038277527	-0.0014359311290	-0.0049289513281	-0.0258977946454
HGDP00992	-0.0746819243427	0.0339147358238	-0.0044833199129	-0.0005290323431	-0.1034512467367	0.0191773947347	0.0094519319129	0.0017211049056	0.0378570279701	-0.0134206216533
HGDP00941	-0.0761952857819	0.0330880162121	-0.0058524548589	-0.0042552462230	0.0811555035013	-0.0172558539456	-0.0087586074541	-0.0024432085027	-0.0020336575238	-0.0217252408474
HGDP01414	-0.0723459302019	0.0306061207183	-0.0037433603330	-0.0035103282285	0.0538752742529	-0.0127405280957	-0.0047458542437	0.0013420855246	0.0056760116645	-0.0161112120149
HGDP01036	-0.0754479839744	0.0340228909145	-0.0046156446749	0.0002803091772	-0.1033729408392	0.0201012431619	0.0090324962357	0.0002573208545	0.0377171142796	-0.0195423216564
HGDP01255	-0.0151299027230	-0.0262930049787	-0.0034516390976	-0.0059883038781	0.0250057136151	0.0327874157025	0.0269093672368	-0.0010459101729	0.0053283660142	-0.0025092076967
HGDP01267	-0.0178202398811	-0.0249027904882	-0.0014115844858	-0.0046289790126	0.0330422722585	0.0397766576445	0.0260438610831	0.0002657893881	0.0241179637549	0.0203882735454
HGDP01279	-0.0174188867332	-0.0247988292008	-0.0017992519469	-0.0052380833760	0.0316865565702	0.0393862715565	0.0255866344689	0.0028352487272	0.0221147899085	0.0191115353245
HGDP00615	-0.0058935192171	-0.0325036839261	-0.0028431771192	-0.0043858449944	0.0065104068243	0.0142148849367	0.0111729081210	0.0020380751001	0.0315973318065	0.0369992296509
HGDP00627	-0.0126325574710	-0.0283032522764	-0.0022570311745	-0.0032471094441	0.0162884886221	0.0243200129865	0.0129590398345	0.0027263983659	0.0612277677682	0.0714889172399
HGDP00638	-0.0120393194543	-0.0287687206707	-0.0022187885847	-0.0039231652585	0.0117598854922	0.0188423548719	0.0131571587052	0.0021174508849	0.0252043928494	0.0310717380892
HGDP00649	-0.0055651343375	-0.0358305438785	-0.0019553286709	-0.0037198635376	0.0120920523921	0.0312951133971	0.0188611202263	0.0050155444186	0.0717866542716	0.0886248812502
HGDP00561	-0.0023064019509	-0.0362536746286	-0.0035921562361	-0.0040264015048	0.0026394138018	0.0146428962172	0.0075543384059	0.0021997995752	0.0205510253345	0.0249415226327
HGDP00573	-0.0027044776651	-0.0369876673532	-0.0035984809105	-0.0037612694990	0.0011841677796	0.0147970284790	0.0058537312291	0.0019583579271	0.0224916487659	0.0316261634053
HGDP00585	-0.0016285324982	-0.0381822714354	-0.0031074133866	-0.0030817645454	0.0031322362382	0.0162857801404	0.0065300605143	0.0014950474826	0.0234154022535	0.0371213597816
HGDP00599	-0.0014734578664	-0.0375088900843	-0.0026309255438	-0.0031545690716	0.0009643901832	0.0127100415611	0.0056887439819	-0.0000344736490	0.0215829350384	0.0299424139403
HGDP00679	-0.0052580299106	-0.0346446209097	-0.0023704600544	-0.0032960445547	0.0057616815570	0.0130680777657	0.0074604351566	0.0003097817089	0.0261321956767	0.0343225762298
HGDP00691	-0.0066630738943	-0.0329284790613	-0.0019854566801	-0.0036524040534	0.0094806879792	0.0137299005171	0.0075271375976	0.0024658373458	0.0235466041684	0.0290009501100
HGDP00469	-0.0799981472658	0.0365645289971	-0.0059767312752	-0.0028845793192	-0.0663961818249	0.0091702755495	0.0027890651754	0.0014106962001	-0.0757823894846	0.0641776216113
HGDP00455	-0.0807677482359	0.0377903337914	-0.0056556484469	-0.0020173585887	-0.0738352674661	0.0125016560628	0.0051722438407	0.0014379152399	-0.0856130737648	0.0745345041288
HGDP01087	-0.0812872601557	0.0376829397997	-0.0057650393874	-0.0020368227423	-0.0694513478087	0.0078548333248	0.0020986505879	0.0027596852038	-0.0838517189562	0.0741026774302
HGDP00463	-0.0792734292015	0.0372218586190	-0.0052327291893	-0.0020019289656	-0.1360904011743	0.0243220585891	0.0112433037650	0.0009625012339	0.1275856278019	-0.1013811311823
HGDP00904	-0.0745766050080	0.0317706637736	-0.0045813694742	-0.0046646259651	0.0877982726561	-0.0166490628408	-0.0077700408418	-0.0023477952602	-0.0016708555430	-0.0285247177542
HGDP00916	-0.0727414415865	0.0296943912008	-0.0047410817440	-0.0045972350282	0.0931404078782	-0.0162560499479	-0.0070231413385	-0.0057125402784	0.0014823276762	-0.0311880699643
HGDP00920	-0.0769832609662	0.0336069876100	-0.0041058239099	-0.0049774096636	0.0856144007590	-0.0217996879683	-0.0078064487782	-0.0003988820088	0.0031986152830	-0.0295526179290
HGDP00932	-0.0764821508984	0.0332755925209	-0.0041865766476	-0.0034099118797	0.0785350893741	-0.0164273666108	-0.0059681263945	0.0000207542148	0.0010594579272	-0.0233769620119
HGDP00942	-0.0761443481537	0.0329502613593	-0.0050140702160	-0.0055003882216	0.0781828708522	-0.0163630328350	-0.0080627641469	0.0001700500851	-0.0016373417653	-0.0210766319976
HGDP01415	-0.0636480736368	0.0235438970632	-0.0026558309969	-0.0026297327430	0.0422292544519	-0.0038204615826	-0.0004409158741	-0.0005752802123	0.0139499070293	-0.0056033854359
HGDP00993	-0.0763545217711	0.0335839862396	-0.0050563712956	-0.0036762696837	0.0253132822128	-0.0100096793084	-0.0051755741386	-0.0022192538877	0.0070002575646	-0.0185279281640
HGDP01256	-0.0195499154363	-0.0236130220634	-0.0025757129540	-0.0065600442297	0.0276086043882	0.0319129304877	0.0257757305200	0.0027894087973	0.0166359949191	0.0145768639235
HGDP01268	-0.0180766908117	-0.0247704091791	-0.0017868999381	-0.0038641034883	0.0337562990589	0.0391365145590	0.0279010315449	0.0006656050763	0.0264840268497	0.0242778720113
HGDP01280	-0.0180091460045	-0.0252279576346	-0.0027442429125	-0.0056697732430	0.0348966492947	0.0446256663298	0.0327344111528	0.0022920670542	0.0285667943530	0.0240369519657
HGDP00616	-0.0055124398490	-0.0359122749564	-0.0009148680224	-0.0050348026029	0.0133743568104	0.0386769634313	0.0198902232009	0.0037444385736	0.0824323721140	0.1037695940762
HGDP00628	-0.0072547103824	-0.0311062449792	-0.0016632368581	-0.0031307442912	0.0075128152460	0.0155274283230	0.0060034781283	0.0024638794985	0.0265410359038	0.0325064186860
HGDP00639	-0.0076446070848	-0.0327359151121	-0.0027049185827	-0.0041641287881	0.0101865520840	0.0232321946368	0.0136482821995	0.0012292488203	0.0398263644196	0.0455662167463
HGDP00650	-0.0059132082715	-0.0347614266012	-0.0017046276140	-0.0057263245928	0.0104699227883	0.0303299605062	0.0181445222449	0.0028381130366	0.0614044682700	0.0766532145894
HGDP00562	-0.0022304894099	-0.0370847523719	-0.0012413338662	-0.0031692545544	0.0021110738733	0.0147353195479	0.0059342255828	-0.0008002938381	0.0242015471351	0.0302728494431
HGDP00574	-0.0021504918419	-0.0380914462653	-0.0026537080908	-0.0036081109599	0.0021589840907	0.0147795274733	0.0047368306932	0.0004032271028	0.0269544107500	0.0364781780397
